manufacturer,category,subcategory,gwp_total,gwp_use_ratio,lifetime,gwp_manufacturing_ratio,screen_size,weight
Dell,Workplace,Laptop,1042.4005796773138,0.3834144306972748,6.053174090395922,0.2798360879925788,16.8,9.74
Dell,Workplace,Laptop,320.9229157232772,0.13395536063445232,3.9823928958610173,0.9255378541925017,12.6,1.4
Dell,Workplace,Monitor,2268.4086149587047,0.35432109317894,5.99421457452283,0.4965246416856644,19.3,9.47
Dell,Workplace,Monitor,230.97526059129908,0.1286709077140948,5.00525744699615,0.7866148427410271,22.1,6.13
Dell,Workplace,Laptop,98.57410479676582,0.12442595818061679,4.003467692945379,1.0075269006331837,7.5,3.07
Dell,Workplace,Desktop,151.4345416436462,0.16458790489057482,4.007269874152423,0.8905288560701835,1.9,3.17
Dell,Workplace,Desktop,78.26117277731313,0.09296962170713012,2.9866047952059778,0.8329751756895001,4.9,0.55
Dell,Workplace,Laptop,1726.7593338578197,0.37812971798203143,6.006175341098319,0.8066679832786053,14.7,13.04
Dell,Workplace,Laptop,1670.5366465095885,0.08242442420062308,5.004650330260964,0.6920859309153872,31.2,9.1
Dell,Workplace,Laptop,1001.0116478512853,0.11762581875341303,4.982395751208063,0.8992350238033554,35.1,8.81
Dell,Workplace,Monitor,1296.6765874399612,0.3736265249578588,6.01966454370032,0.19328030241154998,26.9,17.42
Dell,Workplace,Laptop,794.2993496300472,0.17139225437375405,4.987486376205906,0.8271405408265109,25.0,4.02
Dell,Workplace,Monitor,1190.4570843961433,0.34211668425145014,5.0041260372230765,0.2736859687097379,41.4,14.76
Dell,Workplace,Server,290.5483271031157,0.10700374518929999,2.9916650251262134,1.1678611831397783,2.0,1.9
Dell,Workplace,Desktop,920.2412606835536,0.26522143749786237,2.9861199415336754,0.6910864528159522,2.5,8.83
Dell,Workplace,Laptop,826.4039638299985,0.23951066228406118,4.978626252797689,0.9631046973253701,3.0,3.97
Dell,Workplace,Monitor,1957.0360984180472,0.16124040919442617,5.989625498419203,0.726833488602316,11.5,13.36
Dell,Workplace,Laptop,188.2849804751434,0.23815813376275327,4.999658444777051,0.455912659071724,17.0,3.12
Dell,Workplace,Laptop,720.224095038708,0.1114446897084724,5.001774129282653,1.558578692355932,11.6,6.9
Dell,Workplace,Desktop,423.26745811071993,0.42863590288140624,3.01779095842966,0.2845254425665072,6.7,3.86
Dell,Workplace,Laptop,606.0761182279767,0.1501268474797667,4.967631498224577,1.0263106318004125,8.0,9.81
Dell,Workplace,Monitor,550.7518444505872,0.48873538007584727,4.994490642131937,0.39005047996239484,13.4,12.34
Dell,Workplace,Laptop,1393.585276045017,0.39373250727162673,3.993607559154216,0.25146799073288795,8.2,11.5
Dell,Workplace,Monitor,774.9669535074887,0.28083154198400523,4.9921188191291685,0.6109985305330565,9.6,5.93
Dell,Workplace,Desktop,253.49047425578334,0.10109763543294556,3.013475290784406,0.8000237238180703,8.3,0.8
Dell,Workplace,Monitor,1126.3507253535363,0.3317626766680358,5.038072147902943,0.342196530580547,12.3,9.59
Dell,Workplace,Monitor,888.6005747093892,0.23255862213819006,6.057975309135716,0.4911732873194257,24.7,9.03
Dell,Workplace,Laptop,1497.9076523836136,0.25097273411329424,6.037302771450266,0.5646482367440271,35.0,15.31
Dell,Workplace,Desktop,1022.6441153870588,0.38353305522106196,3.988376083156071,0.16868023296997975,15.3,7.17
Dell,Workplace,Server,164.26468615749792,0.055923069286593484,2.003315180030859,1.2917037222378767,14.9,0.38
Dell,Workplace,Laptop,268.50909826985134,0.32147656731616586,5.002827881132001,0.9392052398747133,8.0,4.42
Dell,Workplace,Laptop,2084.3066296248367,0.764147553500189,5.003523723789941,0.09884528142276067,8.4,13.84
Dell,Workplace,Monitor,1095.6196202693445,0.09922663667585979,5.979069831597808,1.498011737921206,20.3,12.04
Dell,Workplace,Monitor,2010.304108245246,0.6070336351706315,6.028663875858198,0.10045486393798518,25.0,18.86
Dell,Workplace,Laptop,170.21156578028135,0.12111779241450495,5.014969618888669,1.3055862459767584,11.8,1.64
Dell,Workplace,Desktop,937.6982146058542,0.43869171331000956,3.968799433500632,0.294257294729374,4.6,6.96
Dell,Workplace,Monitor,460.48730569847083,0.3779903728191941,6.033602689951804,0.4814591166572986,19.3,8.38
Dell,Workplace,Laptop,3007.0508261025307,0.35648140661494654,4.005791530365049,0.12754705433158545,23.0,15.05
Dell,Workplace,Monitor,1482.9424243431306,0.09035158117568926,5.00126147696034,0.5532696211929635,45.2,7.74
Dell,Workplace,Desktop,883.0447725389326,0.23885780592072822,4.011759062424292,0.6500432172894113,9.5,5.51
Dell,Workplace,Monitor,1142.854327786818,0.10798788179071833,4.971450114742792,0.8536317058795234,32.8,5.58
Dell,Workplace,Monitor,102.47144293436614,0.15425399131774914,4.99689816106362,1.1482853887288442,25.3,1.91
Dell,Workplace,Laptop,2289.8511627182957,0.3558286884697514,4.977711077682394,0.4340005216527316,12.1,14.96
Dell,Workplace,Laptop,467.702519138502,0.26525559768454443,2.9686824606917104,1.00543616510848,3.7,1.61
Dell,Workplace,Laptop,417.90552956891986,0.13337407089941333,4.001084055677236,1.25786589546626,13.8,3.51
Dell,Workplace,Laptop,1450.451567632692,0.05893469015917553,4.005267399419848,1.4452307575598475,24.3,6.27
Dell,Workplace,Laptop,2238.2634520167153,0.497760787439681,3.97595989273462,0.6494125757839284,6.6,19.53
Dell,Workplace,Desktop,460.6505569827177,0.10442766462934602,3.0572067672517442,1.1806161468070793,21.6,2.59
Dell,Workplace,Desktop,175.24155642917705,0.16780934882375323,3.0155008432291184,0.49111058239745536,7.5,1.0
Dell,Workplace,Monitor,717.664982528865,0.3186477971829563,4.980169158509792,0.4089543784772589,21.2,5.83
Dell,Workplace,Monitor,92.65074577631356,0.20739574957936027,4.9836357068552335,1.0050103488248252,20.1,5.04
Dell,Workplace,Desktop,275.6228422074885,0.20171729152013493,4.006719635256099,0.6223683827614723,17.8,4.49
Dell,Workplace,Laptop,109.86052169051811,0.11251338259283797,2.981836433749592,1.0658575815754028,3.2,0.33
Dell,Workplace,Laptop,554.1299549381681,0.19403144978009923,4.955043584201451,0.3638231398210367,24.9,5.77
Dell,Workplace,Laptop,1111.010644005325,0.1509781828627186,3.982087719915129,0.715158496427862,27.0,11.29
Dell,Workplace,Laptop,504.21860748106013,0.2317493673234997,2.9822509682339398,0.6220810359550828,13.2,3.39
Dell,Workplace,Laptop,1346.7772637641174,0.471974785001215,4.960198979206703,0.4796895016172574,4.6,15.45
Dell,Workplace,Desktop,1944.267159948756,0.5013883318168664,4.02518151875391,0.17982110800706358,22.9,19.97
Dell,Workplace,Desktop,1893.7212005996807,0.2729552861224913,3.9973827530642825,0.8716441441622966,1.6,15.89
Dell,Workplace,Monitor,369.310936705481,0.08773243670354715,5.014429496081035,1.3410191565528446,37.6,4.65
Dell,Workplace,Laptop,1749.933938123082,0.19324975211825118,4.98333088630462,0.7054203680984805,9.2,6.56
Dell,Workplace,Laptop,794.2612742658232,0.2329033802009048,4.991111862604003,0.9786012825396022,17.3,7.23
Dell,Workplace,Laptop,540.1967881451212,0.05143997968659823,4.997012898199962,1.4222770348572376,0.4,3.05
Dell,Workplace,Monitor,329.5097328365285,0.22494878398651744,4.95650354386073,0.7357348939685805,33.2,8.66
Dell,Workplace,Laptop,112.86338918339949,0.05068263680097877,2.9717095429219884,1.7100351743769402,6.3,0.48
Dell,Workplace,Monitor,1473.0797463637114,0.3112354529154378,5.041506586372336,0.4370666087304033,14.9,9.84
Dell,Workplace,Monitor,182.60800679555888,0.36206477433455586,4.993024586521395,0.8509474406404873,1.6,4.56
Dell,Workplace,Laptop,95.57233922053261,0.13346253645510356,4.007413979937154,0.9361152304672772,12.9,0.35
Dell,Workplace,Laptop,487.5767029085525,0.23697511425567394,2.969519814978609,0.601289345890011,13.2,3.36
Dell,Workplace,Desktop,869.669605820313,0.21028553663224242,3.974795100959551,0.8415957641327009,16.7,3.66
Dell,Workplace,Laptop,186.2359205056173,0.1531030877176919,3.957378759831576,0.9254572499722039,2.3,3.61
Dell,Workplace,Monitor,559.3523037020104,0.2411733206554889,4.992738491055828,0.5930391393046406,23.3,7.79
Dell,Workplace,Laptop,2274.4938236709772,0.08285637697145498,5.016714228350207,0.6087875436897948,24.5,13.41
Dell,Workplace,Laptop,731.0792231781019,0.10605710672046201,2.974525180340968,0.6317717272332755,21.6,3.74
Dell,Workplace,Laptop,1665.057796828401,0.17032835606135185,5.031297772711615,0.634929826115242,15.7,5.35
Dell,Workplace,Desktop,722.4281301093305,0.23940185259162078,2.9894638630450654,0.8880646268591362,5.1,4.71
Dell,Workplace,Monitor,249.4946888090511,0.10004849097778296,6.012185283848822,1.292977607221232,21.3,2.81
Dell,Workplace,Laptop,732.2320931340978,0.18653873149940753,4.013693083358106,1.0518850165020521,8.0,6.16
Dell,Workplace,Laptop,415.44765281954074,0.07365344430702728,5.001694515532266,1.2433556934735415,8.1,2.97
Dell,Workplace,Desktop,1514.833248140968,0.2500888952348193,4.012524728057166,0.18412750387062143,14.0,10.34
Dell,Workplace,Monitor,504.26842795410846,0.1920417148291067,5.967196966557778,0.4608487926545002,22.5,8.0
Dell,Workplace,Laptop,360.0518682584227,0.08939810420088579,4.956716540358503,0.9445047054613797,13.0,1.32
Dell,Workplace,Monitor,1291.719866564104,0.3310639627251636,5.9621246007934925,0.4825169990513285,34.7,10.14
Dell,Workplace,Monitor,1410.2695098179727,0.23853981582516207,5.000124540993034,0.6700840567359663,26.6,7.33
Dell,Workplace,Laptop,2559.4756489150623,0.24666957098536432,6.048840507851163,0.5914550134287936,26.6,12.3
Dell,Workplace,Monitor,2202.4951237325236,0.47414696487453484,6.008968541056799,0.11503277302882646,41.2,27.31
Dell,Workplace,Laptop,1482.4529836727254,0.40358358885926227,4.989530072573839,0.37049590748235456,16.6,9.79
Dell,Workplace,Desktop,1267.0196465770002,0.11444480273792589,3.0149795357052276,0.7187611798143393,16.2,6.88
Dell,Workplace,Laptop,392.8722520703615,0.11469699824417343,3.974233928630228,0.7593923585558483,23.1,8.71
Dell,Workplace,Monitor,379.0017269762219,0.6134560883125919,3.989742925595249,0.18304277683085804,0.7,11.66
Dell,Workplace,Desktop,1276.469465957419,0.10576584555931913,3.0095751193497464,0.7271801619418075,15.9,7.08
Dell,Workplace,Laptop,126.02691966924239,0.058231904103195356,4.0195944521739735,1.3835966970571758,3.8,0.56
Dell,Workplace,Monitor,770.9587004523316,0.06539356605328389,5.008563449684382,1.0583858390987961,21.1,1.81
Dell,Workplace,Laptop,216.2094915673614,0.29569933388437375,4.019569818386857,0.6941718377131473,3.5,9.04
Dell,Workplace,Laptop,249.3363106204503,0.1368527397370372,4.003286354812632,1.100379885968714,23.9,8.61
Dell,Workplace,Desktop,636.2056389773405,0.29760093910413266,4.01248386532675,0.3179192139680237,11.2,10.98
Dell,Workplace,Laptop,628.7449894977926,0.14726140665663992,5.978686092537212,0.8943533271247658,14.7,3.37
Dell,Workplace,Monitor,457.399512687886,0.1008974067355618,6.010543091826358,0.9109132524394644,21.6,4.32
Dell,Workplace,Monitor,784.0582239277107,0.24380096603420756,5.027463397817304,0.4782252945272474,17.4,7.34
Dell,Workplace,Desktop,280.8471944102147,0.2841525211097118,2.9684705718070834,0.55164292798828,5.5,5.02
Dell,Workplace,Laptop,623.301230123803,0.23688444646840398,5.020510102718975,0.6181069722079551,11.8,11.4
Dell,Workplace,Monitor,800.8232366599979,0.37380058740017114,6.024365899228814,0.2841686913903229,30.9,11.05
Dell,Workplace,Laptop,1305.6101584299736,0.1866365502274827,5.024458627973164,0.424153748205914,8.1,6.64
Dell,Workplace,Monitor,1279.930950216613,0.28722800066064846,6.010539763983646,0.3885172541403627,36.0,11.54
Dell,Workplace,Laptop,1912.82119560832,0.13966408248046233,3.989183105970242,1.1320559198054219,9.6,12.65
Dell,Workplace,Laptop,727.3041175168187,0.39818711332642925,4.999354805798627,0.2380727885852306,22.0,6.9
Dell,Workplace,Laptop,442.5897128539171,0.06072182954691845,3.007385099054948,1.1837045620669195,25.7,1.44
Dell,Workplace,Laptop,2137.378485698896,0.317126567678957,4.993614027085598,0.3562454211072752,12.7,16.48
Dell,Workplace,Desktop,1428.4032168957922,0.3250645823230529,3.998220828316338,0.3966912194633604,1.3,5.68
Dell,Workplace,Monitor,1102.0659140872137,0.33768440519391096,6.04287917643283,0.2504316947064466,26.1,10.57
Dell,Workplace,Monitor,994.5876540365442,0.4155690285258472,5.950719020478365,0.3365752723670678,15.6,17.98
Dell,Workplace,Monitor,1041.073798095374,0.2557614439717143,4.99692817439996,0.5309136449832002,14.4,10.09
Dell,Workplace,Laptop,292.7342413999635,0.0486640444901526,3.9818066606183504,1.6774390357839495,12.2,1.85
Dell,Workplace,Monitor,2046.7789114042846,0.11710759014039926,5.960076318909037,0.9120917487740926,30.0,13.31
Dell,Workplace,Desktop,740.5935245010556,0.24530465303717483,2.9816173542467994,0.4302602311516191,0.5,4.93
Dell,Workplace,Desktop,395.765706186579,0.16229835804990678,4.010301676792024,1.070196826192434,6.0,3.3
Dell,Workplace,Laptop,511.29647481632946,0.056148595727034754,4.00466813675402,1.4662059703972679,11.8,0.86
Dell,Workplace,Laptop,224.92246870663246,0.10071907409376149,4.977507008651751,0.8403709075752431,28.0,4.19
Dell,Workplace,Monitor,2326.798521076496,0.34241029025495323,5.021188861086265,0.3083585787387996,22.2,14.22
Dell,Workplace,Monitor,649.4917070972149,0.3096334019316329,5.02196929415201,0.887852609016671,13.6,6.84
Dell,Workplace,Desktop,646.4201959491073,0.08876124747355557,3.9944634947729174,0.9463089205303419,11.6,6.05
Dell,Workplace,Monitor,1186.2770319843023,0.28140923381444827,6.010006509727361,0.748919599042802,8.2,16.73
Dell,Workplace,Laptop,499.7642143314156,0.2028596782888318,3.993025016755519,0.43092742902774367,36.3,3.54
Dell,Workplace,Laptop,455.08416487938496,0.2636402402455393,2.9914588614345003,0.9950162431021045,3.9,1.87
Dell,Workplace,Laptop,247.327431401317,0.2653593510672009,3.0292623169670008,1.1481802448938725,4.8,1.45
Dell,Workplace,Laptop,1005.9147735693531,0.28015767744312714,4.993260451086791,0.4104171715224294,18.9,10.12
Dell,Workplace,Monitor,847.9992502101921,0.18529555870134015,5.034389299681879,0.772891864287707,18.0,5.82
Dell,Workplace,Monitor,472.3082505453458,0.09089422660344411,5.0222954666271376,1.069351366131056,37.3,2.57
Dell,Workplace,Monitor,711.4468362984547,0.15516825349441632,5.0036641923057195,0.842656080634417,33.2,8.52
Dell,Workplace,Laptop,534.5219281363043,0.07788948231317365,2.997583127548517,0.7942885011846622,7.4,0.78
Dell,Workplace,Desktop,937.5261255058236,0.2821439799035625,3.0335177716303137,0.3268054793697648,19.2,6.05
Dell,Workplace,Monitor,1679.3275926960148,0.12790074886756542,5.98087765459675,0.3783518360529469,26.0,6.45
Dell,Workplace,Laptop,232.84969645499908,0.06806655272555956,4.007139184287418,1.255384028950163,27.4,4.06
Dell,Workplace,Desktop,651.9570468202559,0.16822342498193277,2.9716272835362156,0.8238675336146289,0.6,0.8
Dell,Workplace,Laptop,914.1018109152911,0.11402961761278944,5.002922696073694,0.6940234447363436,28.8,6.06
Dell,Workplace,Laptop,288.09791311317235,0.29008383731076426,3.982599484483248,0.5088854514561078,12.5,1.45
Dell,Workplace,Desktop,258.23914937693314,0.23221899415949404,4.997010250447826,0.7129681710200606,4.1,2.93
Dell,Workplace,Desktop,1767.7452892595993,0.32574150475365193,5.025736931327649,0.27590002462353774,14.2,7.9
Dell,Workplace,Monitor,1910.9495201868754,0.2855157414896859,6.011261293520512,0.6845473036880718,9.4,22.6
Dell,Workplace,Monitor,1059.7841302513928,0.3604686592439589,5.992017240906058,0.6448360690223031,12.0,8.84
Dell,Workplace,Monitor,612.7451628802653,0.29646462188550793,5.020699133766839,0.8474883767175184,31.4,11.35
Dell,Workplace,Laptop,639.2903614507076,0.13163442509760018,5.989260040576251,0.7488897574441451,25.3,3.85
Dell,Workplace,Laptop,280.4776505868003,0.08249798110209239,4.997523832131769,0.6256198499635532,15.4,6.84
Dell,Workplace,Laptop,219.5504787785599,0.15887475259179148,5.006093443083486,0.7184272661044543,29.3,6.36
Dell,Workplace,Monitor,314.58677202556686,0.1340672700123097,4.9837020633587406,0.9592377744129793,22.8,2.47
Dell,Workplace,Monitor,1875.2740379656962,0.17275708401980883,5.998521719247499,0.8082477125939139,40.5,9.37
Dell,Workplace,Desktop,208.32901472185634,0.2540148289088474,3.9615949836861035,0.555422981067021,22.6,7.12
Dell,Workplace,Desktop,1475.2186203944714,0.11127634977822626,4.018300775194317,1.0551044652640282,2.7,3.0
Dell,Workplace,Monitor,1216.1598155898685,0.20067328689467864,4.023639985055102,0.791858707038207,26.8,9.14
Dell,Workplace,Desktop,902.0904821630601,0.2367548934588991,4.0242320616867095,0.638555668325476,9.3,5.41
Dell,Workplace,Laptop,219.76672777235052,0.15137724008206144,4.960202576274366,0.8076835950231596,20.1,8.34
Dell,Workplace,Desktop,768.9646029638368,0.43480928116276973,3.0143172921182453,0.5440814129416723,0.1,9.12
Dell,Workplace,Laptop,314.2256393137094,0.3163119264249477,4.030476675758148,0.3811243221847766,4.2,5.46
Dell,Workplace,Laptop,448.4667859931936,0.30917251103286053,3.9969324284589716,0.5410822432392459,7.5,8.91
Dell,Workplace,Laptop,257.60354570534554,0.09474395893074342,5.013827758513854,0.69878727835921,10.1,2.26
Dell,Workplace,Desktop,1083.841690698338,0.1165156399653264,4.025893045513309,0.963246141621159,2.5,4.41
Dell,Workplace,Desktop,1467.0041422601842,0.36427232297809176,5.032209395376887,0.5676136035117799,13.9,9.97
Dell,Workplace,Desktop,2133.577899037286,0.20124242037503823,3.0113593257719646,0.5310584778554547,20.6,5.79
Dell,Workplace,Laptop,1663.2458166098127,0.16270289312483904,4.962781580153989,0.5110520680321413,27.8,14.36
Dell,Workplace,Laptop,985.7596598519847,0.4667607160816661,3.989447400090175,0.23070792220011757,6.2,14.47
Dell,Workplace,Desktop,94.595319059964,0.10915004725470985,3.0174610493560277,0.8402951478769002,2.9,0.27
Dell,Workplace,Monitor,490.7801575722414,0.2550107936094845,3.9844660751314205,0.7180430464493855,22.5,1.38
Dell,Workplace,Laptop,824.3861862769031,0.254505626969101,4.015525881455258,0.42894631723876003,13.3,5.23
Dell,Workplace,Desktop,919.8267088122711,0.18025712100130656,3.0151848106015016,1.1768606507132564,2.5,4.82
Dell,Workplace,Monitor,574.2525772474,0.2879720247674143,5.027676973972705,0.6678914906143187,12.3,6.75
Dell,Workplace,Laptop,377.5176991444251,0.0816928000547273,4.01183021758356,1.1845563821289598,8.8,4.34
Dell,Workplace,Monitor,935.6886814774698,0.15702246081372148,5.026876679818711,0.5638759466954618,36.0,2.69
Dell,Workplace,Laptop,548.3486820412056,0.21631560790395726,3.9865582812860167,0.8058375537051515,34.1,10.21
Dell,Workplace,Monitor,1250.7970258373066,0.38661764970320145,5.9721000287859525,0.7287904450035463,18.3,18.13
Dell,Workplace,Laptop,507.16716420006804,0.10194146139891375,5.011897657426581,0.8287676380808081,23.8,6.16
Dell,Workplace,Laptop,2146.1250396612395,0.4449927499720881,5.005217513616529,0.3127453250190985,13.8,11.73
Dell,Workplace,Desktop,998.4870099471432,0.26528782745965807,3.997928595655449,0.662571026017011,2.9,8.13
Dell,Workplace,Desktop,730.8871344490192,0.1630782074850678,3.9708721841201875,0.9845301517273372,8.4,1.64
Dell,Workplace,Monitor,837.3887683693603,0.24807826042785813,4.991739766602175,0.6269994038716992,20.1,5.39
Dell,Workplace,Laptop,862.73240649872,0.14108299640867691,5.022353901498069,1.0142238652707405,6.7,3.94
Dell,Workplace,Monitor,1667.7215882789194,0.21623286808365222,5.008307860752265,0.6806527287746669,14.2,4.69
Dell,Workplace,Laptop,921.1213031187634,0.07205952031338902,5.008751968690458,1.196121089978054,20.8,16.72
Dell,Workplace,Monitor,253.53249723010995,0.1638267973780567,4.999695993818005,1.101252093623747,18.6,2.15
Dell,Workplace,Laptop,94.26859054966073,0.05214502857582999,2.9631771660057247,1.702910230942478,6.7,0.55
Dell,Workplace,Monitor,629.1601640831996,0.06607013555537392,6.001150282012628,1.0980543146464408,35.9,2.61
Dell,Workplace,Monitor,21.495600435979572,0.07943566715009047,3.979250666713943,1.480878056367247,9.1,0.36
Dell,Workplace,Laptop,1830.7525953616423,0.1524606237438275,3.029612380402823,0.4521421711765913,28.8,7.37
Dell,Workplace,Monitor,1555.5079840348137,0.40958324534319895,6.01089045485154,0.3198878814498625,22.2,11.51
Dell,Workplace,Monitor,1511.5337471621756,0.2975907399164012,4.9921518109003875,0.46125689791838564,27.3,12.88
Dell,Workplace,Desktop,675.6366343187533,0.12801859395297285,3.0297125256656403,0.9594342295519741,8.5,2.2
Dell,Workplace,Desktop,1112.7032432034982,0.08113360572361099,4.961600514800073,0.890030911227081,10.1,2.92
Dell,Workplace,Monitor,644.6620051349094,0.22040479422273193,5.972231910130534,0.6962206738295046,31.9,6.91
Dell,Workplace,Monitor,292.9987013750579,0.11761330385646433,4.0128402632909435,0.9105693237776645,6.7,0.71
Dell,Workplace,Monitor,674.4654886541936,0.10487547910909716,5.023253690826026,0.7078874249149874,32.8,4.5
Dell,Workplace,Monitor,1493.3586238578373,0.301797910773609,5.9861235992563,0.17126344626344953,31.4,18.6
Dell,Workplace,Laptop,2080.091366119071,0.7602028299668845,5.013728228464556,0.09289509940725012,8.4,13.61
Dell,Workplace,Monitor,1412.5290463146869,0.19807770357347673,4.998419905609896,0.6219856075344342,20.2,14.36
Dell,Workplace,Desktop,1475.4957879541798,0.33585840833524294,3.966769662840583,0.41333146819442307,10.7,7.08
Dell,Workplace,Laptop,1890.769324997981,0.3673988736810386,4.981200872852547,0.4739596527288535,14.5,17.47
Dell,Workplace,Laptop,580.6122042029056,0.22416303184875913,4.012783689080969,0.2252252857666319,13.8,1.29
Dell,Workplace,Monitor,1455.6829997166346,0.22735427322875773,6.0317424904205055,0.4697190251335141,21.1,15.12
Dell,Workplace,Laptop,1652.3048068267633,0.3763450925108881,4.028347934631597,0.2654316078249523,6.9,10.8
Dell,Workplace,Desktop,324.2784208799904,0.1695675899624508,3.988215315735428,0.6151417688874815,10.2,13.27
Dell,Workplace,Laptop,1068.027096780194,0.3864481362234563,6.005338625027614,0.29272996515141764,16.9,9.79
Dell,Workplace,Monitor,1955.2751079707666,0.5592406885552684,6.00531436829101,0.23468237212094753,31.2,14.93
Dell,Workplace,Laptop,2443.151709556156,0.3847978994134652,5.974780102878464,0.1646665353014871,7.3,18.93
Dell,Workplace,Monitor,2297.256287528602,0.35423104417198165,5.998715852311965,0.29297018357409305,39.5,19.35
Dell,Workplace,Laptop,591.1007552082722,0.34730770220850954,4.986094195427784,0.6663270756470544,16.2,6.13
Dell,Workplace,Laptop,1334.2461423889908,0.14825443913922706,4.002037172076665,0.5860939004904653,21.8,4.74
Dell,Workplace,Laptop,446.99140924079063,0.1258218476692788,3.982436184525189,0.8118800583394769,23.2,5.38
